"id","Appliances"
"129",99.6206097598763
"130",109.123849243994
"131",101.258459433595
"132",110.655242151552
"133",105.868231609019
"134",102.98531398685
"135",108.997922355011
"136",106.104020780438
"137",105.047445484697
"138",105.48179507627
"139",107.476859386886
"140",114.709991735189
"141",104.08028751597
"142",104.857845216279
"143",104.547210794049
"144",107.392045557212
"145",105.119992361632
"146",109.211759098544
"147",104.218845055599
"148",103.566796636126
"149",104.810228071366
"150",109.893650331287
"151",109.69730446696
"152",110.242538777766
"153",105.337009113539
"154",107.842744653093
"155",103.454690077186
"156",104.014485479332
"157",107.262767270782
"158",106.064988928641
"159",105.316008950362
"160",104.455871860278
"161",103.855521860416
"162",109.676010577117
"163",104.42021960526
"164",101.118662223282
"165",104.857879095038
"166",105.510267175366
"167",103.840298171461
"168",106.780685590067
"169",108.763265662255
"170",110.925823565613
"171",103.639020747136
"172",103.136471426946
"173",101.946868672199
"174",104.249926822841
"175",106.955315607984
"176",106.332742713733
"177",103.879842521437
"178",107.554492789782
"179",101.079914423213
"180",105.291115733519
"181",104.852873917548
"182",106.16301890019
"183",103.533436371741
"184",103.990959608106
"185",104.543564849715
"186",107.223006723038
"187",104.433262979651
"188",103.936122407908
"189",104.067448122074
"190",102.738791077991
"191",109.990650986491
"192",107.335958509288
"193",115.650085064242
"194",105.774534040701
"195",113.537066254392
"196",109.699691597305
"197",107.078267037159
"198",107.536862397655
"199",108.612789783276
"200",103.913194662162
"201",103.121329174258
"202",109.051679751346
"203",105.090479774734
"204",109.430400768017
"205",100.585041800851
"206",108.58474986269
"207",114.364921857889
"208",106.946053479982
"209",105.29766129418
"210",104.237671515374
"211",106.068062744872
"212",105.653171744335
"213",104.092337535099
"214",105.79212671618
"215",104.992116639429
"216",104.221933178797
"217",109.020290214355
"218",115.481297256784
"219",104.11341324156
"220",108.861605505886
"221",111.546584637402
"222",113.54135021955
"223",120.149555785224
"224",102.251215406361
"225",113.061345701742
"226",103.538634671526
"227",103.94162813198
"228",104.906062529854
"229",110.978576002573
"230",106.719422754516
"231",100.67443751906
"232",105.377920675991
"233",103.810513132926
"234",109.905721560286
"235",107.099182908611
"236",105.190151739117
"237",101.875540343588
"238",109.216621513872
"239",115.835560497089
"240",103.509337917805
"241",109.573080881764
"242",104.254207878344
"243",110.571915446923
"244",104.921426650444
"245",105.147065641177
"246",103.326329172857
"247",105.15155179495
"248",104.380328948575
"249",104.649468166854
"250",109.588449739938
"251",111.023151406958
"252",104.142937791923
"253",104.507314148263
"254",101.574288500125
"255",114.277549349135
"256",106.895565838418
"257",103.764457516552
"258",103.00254768787
"259",108.543638293367
"260",103.926422739794
"261",103.884841331202
"262",107.364380410245
"263",118.563340500528
"264",104.858262635401
"265",111.776628226775
"266",121.133248534277
"267",104.30038220995
"268",101.94087727768
"269",113.589550690149
"270",104.752951518802
"271",114.838040752459
"272",104.214190935807
"273",103.668178868673
"274",108.613172009917
"275",103.68453234484
"276",104.281736259949
"277",105.032099390483
"278",107.740845803388
"279",108.208153975053
"280",104.547654917772
"281",104.122595255831
"282",104.160859777536
"283",106.324828915272
"284",102.835454876339
"285",107.142933498073
"286",116.985390363238
"287",104.66908051291
"288",103.233152194072
"289",108.228084463621
"290",103.764624456531
"291",113.913187546198
"292",103.750264264066
"293",108.791194635804
"294",110.18425928593
"295",107.727531431706
"296",107.198334691812
"297",113.014187140742
"298",105.379366897971
"299",100.093582818827
"300",106.266032390364
"301",103.376291667329
"302",105.051028294187
"303",104.113124355081
"304",104.128553621776
"305",107.74378447019
"306",106.411081327218
"307",105.827333319212
"308",106.936014835246
"309",104.456903797536
"310",104.379961592972
"311",103.435842591659
"312",102.213943619285
"313",105.783942787314
"314",103.102697586736
"315",106.383222233712
"316",112.956336200148
"317",100.876308033824
"318",105.647210678705
"319",104.538575962541
"320",102.266608796021
"321",104.793155384896
"322",104.302360268952
"323",102.352481494833
"324",108.250248146493
"325",108.003729927468
"326",102.205662528417
"327",117.643221680645
"328",104.072916338784
"329",105.537888962424
"330",105.225119372636
"331",105.912745877209
"332",105.815372793301
"333",104.975891255161
"334",106.042351689696
"335",108.933001507043
"336",100.864356124376
"337",102.770581631759
"338",103.917499667669
"339",106.838106565492
"340",110.560684200514
"341",103.591625207252
"342",109.869088388351
"343",109.080951832182
"344",104.196522472672
"345",103.436922542249
"346",114.706790081941
"347",111.126584241201
"348",106.194283785885
"349",104.135167040633
"350",105.564775782733
"351",106.289534824113
"352",103.97731268894
"353",106.815114185832
"354",99.8223648082853
"355",112.046099774395
"356",106.048688706136
"357",99.8027008210413
"358",106.370200686984
"359",108.285516054147
"360",103.822277545743
"361",101.971793122575
"362",103.297193341849
"363",107.552401137127
"364",117.519655543945
"365",105.975009558191
"366",105.199661396889
"367",103.475777706186
"368",102.691450148461
"369",104.303816147051
"370",103.312388659729
"371",104.361221056473
"372",107.033639599431
"373",107.821867709766
"374",104.009874897965
"375",105.885761925503
"376",104.741656068636
"377",105.148411353723
"378",114.551465117412
"379",103.073074791998
"380",104.023317186411
"381",107.813369639185
"382",112.609309076522
"383",107.841772112696
"384",105.486702444218
"385",103.777319563468
"386",105.226052012479
"387",114.265477259577
"388",115.364462740715
"389",101.891428240552
"390",107.393891723961
"391",103.507765668201
"392",105.885776531952
"393",104.782825141459
"394",108.009914349282
"395",105.470560409021
"396",113.558803513998
"397",106.483645904038
"398",104.015601317318
"399",102.231693719308
"400",99.5721779606033
"401",105.530580040376
"402",104.874773577019
"403",103.308791872276
"404",105.911069054785
"405",105.172441670669
"406",104.498593436051
"407",109.136152962222
"408",104.819724702609
"409",104.919356563585
"410",106.53096715899
"411",102.382510200681
"412",104.480456683421
"413",106.908088305486
"414",107.583153799799
"415",104.367538717175
"416",108.403203414976
"417",104.955594060919
"418",101.567135767794
"419",107.042860169413
"420",112.711757618838
"421",111.340846735482
"422",104.301263452575
"423",104.316149417391
"424",106.732515994789
"425",101.3767362278
"426",104.465993535301
"427",108.084673869919
"428",106.323999775436
"429",106.540098591565
"430",107.635605940783
"431",102.35268470096
"432",103.407694214408
"433",109.967710517071
"434",108.192583404993
"435",103.574626858614
"436",104.798787591521
"437",103.602740212553
"438",102.641469523538
"439",105.022689009283
"440",104.32313858823
"441",109.009808062396
"442",108.312609067999
"443",107.676859553938
"444",106.274220391865
"445",107.25794587573
"446",105.391722876435
"447",103.590391557862
"448",111.583841043768
"449",107.745768305656
"450",105.553288725688
"451",106.438932834303
"452",103.946871211955
"453",105.601655904667
"454",104.428505008469
"455",108.720474244394
"456",104.397093345055
"457",105.917244955531
"458",104.859061592418
"459",104.395187562707
"460",110.890724770453
"461",107.989691082961
"462",102.597969167272
"463",103.073435724697
"464",100.820722851108
"465",105.932160223126
"466",104.779904715281
"467",105.94510531893
"468",104.353962095061
"469",104.760983721659
"470",109.065952638322
"471",110.043243259184
"472",105.386234651035
"473",101.380576146955
"474",106.252962511014
"475",102.869221492365
"476",102.376258745078
"477",105.968707495454
"478",103.389521298307
"479",114.103202760284
"480",101.462892770827
"481",102.531165749041
"482",103.440341480542
"483",103.013271370156
"484",103.108252037673
"485",109.107254227754
"486",107.079483791718
"487",105.019304427953
"488",101.497011960442
"489",104.169387623745
"490",108.938122656228
"491",109.668354111569
"492",108.749092235764
"493",108.946673198581
"494",104.807047639613
"495",103.823815376715
"496",105.006408183962
"497",109.584767588093
"498",106.754203666691
"499",104.919979997276
"500",102.587640366324
"501",104.12681384363
"502",100.588785428137
"503",105.462237875582
"504",103.726086447097
"505",102.433928880125
"506",107.101860978799
"507",109.146865637171
"508",104.09355336341
"509",104.105156026524
"510",105.039251036187
"511",103.63649451073
"512",105.72581120111
"513",102.989215960112
"514",105.944609015053
"515",105.486774060111
"516",102.460736996969
"517",107.201038726428
"518",103.214925287579
"519",105.007193223911
"520",109.120208586196
"521",106.021289715114
"522",113.014390426926
"523",100.479036499565
"524",108.275895427757
"525",103.561674580146
"526",103.052817437928
"527",105.395016888791
"528",104.14236220795
"529",108.996653009712
"530",104.100514614405
"531",106.251018074281
"532",103.566748653174
"533",111.827734714439
"534",104.610038462025
"535",99.7671822808224
"536",114.39727041166
"537",110.269039331371
"538",102.950459993495
"539",111.946158744758
"540",104.604031938636
"541",112.384528801859
"542",110.63978031547
"543",103.248547253213
"544",104.499299941872
"545",115.496191444866
"546",103.676287224996
"547",104.108460291863
"548",104.989494210541
"549",107.734699209612
"550",104.393621778424
"551",106.264643309639
"552",106.677441081541
"553",105.30752824441
"554",101.301594422768
"555",105.107240286069
"556",103.535667810128
"557",106.924357694035
"558",107.154556089837
"559",102.228641966751
"560",108.606539396015
"561",108.668341859731
"562",111.113443142997
"563",113.531132199749
"564",104.807309343111
"565",106.926171697593
"566",104.035311697185
"567",103.385736855252
"568",103.663669701875
"569",111.182545500494
"570",104.507839014757
"571",103.46948898785
"572",104.21974316132
"573",103.099289989454
"574",106.552561762879
"575",104.086595966296
"576",104.516392413457
"577",104.064706999989
"578",104.808965322093
"579",103.627450124213
"580",104.626114060458
"581",103.466363359547
"582",106.270341340852
"583",107.669382039426
"584",103.011614781209
"585",107.576538271765
"586",104.101120302814
"587",109.668432157407
"588",106.536062549342
"589",104.078451103901
"590",106.68567350103
"591",103.410895370281
"592",103.780529554882
"593",104.51943312855
"594",109.188651706911
"595",104.307623782034
"596",104.295539636808
"597",104.998662389902
"598",104.204573274712
"599",105.076465332577
"600",103.465005509654
"601",105.645133174138
"602",112.26311327982
"603",108.246837005903
"604",104.535978135088
"605",102.557302046193
"606",107.970271791172
"607",105.947480199362
"608",106.267830763156
"609",106.133761291685
"610",102.025366333916
"611",112.406973978056
"612",111.887312205326
"613",103.271016787085
"614",118.560947220945
"615",105.695341578547
"616",103.935857494203
"617",103.713504873446
"618",104.172210017723
"619",107.098402291431
"620",100.380660252562
"621",106.547469745301
"622",103.433996390196
"623",101.644541138686
"624",108.78109941954
"625",115.085024457169
"626",103.29647251739
"627",106.209124798848
"628",106.475917201459
"629",103.03745176313
"630",106.713080170888
"631",107.217667498474
"632",106.375617225461
"633",106.561655794342
"634",103.668478907181
"635",109.681359477469
"636",106.61572855091
"637",106.809325464775
"638",108.790488553963
"639",105.427594784421
"640",107.117058053889
"641",102.599173171248
"642",113.835013013869
"643",105.365938888434
"644",107.23796699198
"645",103.718589432484
"646",110.732428792012
"647",105.464320901589
"648",104.384981761777
"649",110.975543458691
"650",102.992421392429
"651",101.955062389857
"652",104.113926533814
"653",103.457075304342
"654",104.738494482312
"655",106.894390284945
"656",104.707234556
"657",103.946715348206
"658",104.469926925929
"659",122.09436106697
"660",108.891682645497
"661",106.058328857115
"662",110.185940296978
"663",103.777905893903
"664",105.837353390038
"665",104.258726960256
"666",111.326914406962
"667",104.3553607548
"668",105.526736227862
"669",104.104982238174
"670",107.503630597257
"671",109.311996261128
"672",107.64850222143
"673",104.944697165284
"674",102.498768858656
"675",112.083902470487
"676",109.893722837739
"677",106.448189848325
"678",103.924976920915
"679",107.545188556525
"680",112.49457896546
"681",104.255653640122
"682",103.767277177257
"683",111.417655648975
"684",105.327095668394
"685",112.359485016338
"686",104.639036159934
"687",105.360222151907
"688",110.127466084018
"689",113.018357371884
"690",102.938044440732
"691",103.618323377246
"692",107.295176520033
"693",107.969031262376
"694",102.154239503747
"695",104.801010411404
"696",104.628294844545
"697",107.80887761131
"698",105.204730749551
"699",103.920460899825
"700",107.005477782718
"701",110.549984763134
"702",103.101197489732
"703",105.456168028372
"704",104.9159489903
"705",103.728420538297
"706",106.389512218179
"707",102.569063838916
"708",105.710431798285
"709",106.353959936868
"710",111.207451996364
"711",104.030177325718
"712",111.354929559368
"713",115.232401811534
"714",105.217652700591
"715",114.202791908028
"716",108.062371498859
"717",113.359621948761
"718",104.507782626396
"719",103.793655810953
"720",106.253460359316
"721",109.690332297981
"722",105.408943826234
"723",106.405255918977
"724",107.509682176002
"725",103.742872422286
"726",106.127523245151
"727",100.712205102136
"728",103.391215191911
"729",105.489114667003
"730",105.569308026094
"731",106.094748386225
"732",107.010354490875
"733",104.037380788146
"734",105.994216395804
"735",107.793486310563
"736",103.179594574846
"737",108.657209523259
"738",105.947174034858
"739",108.82046733306
"740",103.393119849371
"741",113.148162136289
"742",104.896646878395
"743",107.972280670744
"744",105.506411579039
"745",106.031469364146
"746",103.746170415897
"747",109.806358466693
"748",107.906385781947
"749",107.44579512754
"750",110.652202401279
"751",107.276073605876
"752",104.649219688877
"753",108.135841314507
"754",105.037730575029
"755",107.138268126104
"756",106.197519452178
"757",101.608773642277
"758",107.242467395914
"759",108.535595113894
"760",104.657557864218
"761",106.813090296498
"762",100.498209482693
"763",104.56754718191
"764",104.777687221394
"765",110.561125134935
"766",104.911818393313
"767",109.149616231941
"768",101.037563316869
"769",105.082159766567
"770",110.938669447602
"771",104.869834157227
"772",102.891555037537
"773",108.611210134329
"774",106.19929678004
"775",105.613227550761
"776",107.171245938255
"777",103.3504432086
"778",104.471665730385
"779",113.764336192557
"780",103.044160076857
"781",103.279789954025
"782",105.70457133787
"783",107.599151262692
"784",106.739108688113
"785",103.976913862092
"786",111.340353642824
"787",110.812319126545
"788",105.522462141691
"789",104.435529936122
"790",106.764927973977
"791",104.542150149113
"792",109.858604622003
"793",104.978724207648
"794",103.939594553947
"795",105.916153027618
"796",103.991869432451
"797",104.332883810484
"798",109.605808837339
"799",103.376071207719
"800",115.333498346306
"801",105.356459489836
"802",102.3683718027
"803",105.250173552588
"804",101.685260583207
"805",107.290066578996
"806",99.3730284318156
"807",102.083388573426
"808",105.663137537933
"809",114.149500036796
"810",104.720098093128
"811",103.100237079422
"812",105.784842751132
"813",103.63748058405
"814",104.77600565467
"815",104.88279326272
"816",112.205862143987
"817",105.79517192252
"818",103.705508204402
"819",103.460342456839
"820",109.446014959725
"821",105.642595912349
"822",102.495576323513
"823",121.311935149395
"824",106.630008080496
"825",108.064867852409
"826",102.043573264687
"827",110.74389324037
"828",110.72775355213
"829",104.571340651509
"830",104.48252421546
"831",103.683347975425
"832",100.987254485246
"833",105.970723584668
"834",106.009665086113
"835",111.344529705774
"836",105.401290620648
"837",104.79133408579
"838",102.260830107193
"839",105.300540413894
"840",113.647378067032
"841",103.607035788818
"842",101.806893015151
"843",100.920072201287
"844",106.842055231462
"845",110.509110032635
"846",103.972114104629
"847",104.811311580797
"848",107.929624369689
"849",103.701463446451
"850",115.611644097436
"851",108.085284769119
"852",113.268724965396
"853",102.510759610377
"854",103.725184303303
"855",105.536202789849
"856",104.946506213954
"857",109.819083161905
"858",104.670865063372
"859",104.533906556392
"860",102.787468581869
"861",105.740930728135
"862",105.492708130042
"863",106.136929416533
"864",103.917725849133
"865",106.203082721901
"866",105.263281430766
"867",113.493562394214
"868",105.431176158791
"869",112.689832015123
"870",106.963515129208
"871",100.587202925508
"872",105.661896558581
"873",106.526049817756
"874",103.284901132508
"875",103.792587224753
"876",106.433178669073
"877",105.915665156991
"878",106.862511765877
"879",105.240307879316
"880",107.211731924537
"881",107.135441326904
"882",103.414209448987
"883",113.377785072922
"884",104.179709814656
"885",103.847953611164
"886",104.386405251293
"887",108.622386795729
"888",105.377611851174
"889",109.841676746996
"890",103.540382135146
"891",104.470196168907
"892",103.261613061921
"893",106.222231713684
"894",104.368655413577
"895",108.421543602993
"896",105.68663849142
"897",104.689409714278
"898",104.432102881448
"899",103.861553903426
"900",105.147891888336
"901",104.309577422033
"902",107.521811661016
"903",107.136461140235
"904",103.747842429078
"905",104.09368231758
"906",103.942182027598
"907",99.8910229852429
"908",104.638818090914
"909",109.598883456797
"910",103.77149814628
"911",109.153519244941
"912",104.811544545852
"913",108.775369224997
"914",104.307642298545
"915",110.149322533117
"916",110.89060506449
"917",111.328950467929
"918",101.770762171279
"919",102.57908197619
"920",107.529139980962
"921",104.211295080288
"922",104.185591074278
"923",107.514914586185
"924",103.913059250492
"925",105.520638723529
"926",103.043635560205
"927",105.85012779076
"928",108.809534981728
"929",104.533182012097
"930",111.778696792604
"931",104.876349553764
"932",109.626437729902
"933",103.721129269647
"934",104.477358348995
"935",102.377927361311
"936",103.465331012459
"937",108.569363194339
"938",103.991165472658
"939",103.505403579485
"940",104.536161752677
"941",105.588163906693
"942",107.617151012253
"943",105.224194127723
"944",103.00836851657
"945",107.053190564511
"946",115.024187244696
"947",104.140062670878
"948",107.693446019679
"949",103.64235266552
"950",104.053407334843
"951",109.811680617337
"952",106.144659552616
"953",101.521613014827
"954",113.504473080397
"955",109.109727968437
"956",104.417433254812
"957",103.385785498771
"958",103.514135250349
"959",109.601907700077
"960",104.080200814167
"961",101.101887948173
"962",107.136179039698
"963",105.496403176477
"964",104.497336427525
"965",110.20068454582
"966",102.22784629181
"967",106.024224517142
"968",110.139533469106
"969",104.301496589632
"970",105.302453546454
"971",111.121675929787
"972",107.157506308358
"973",106.239410155732
"974",106.24474907119
"975",108.872450147634
"976",104.945398240737
"977",112.759996870039
"978",108.001175792778
"979",103.586619324886
"980",105.193408256645
"981",115.255808494867
"982",107.406362694098
"983",103.050212091954
"984",110.169645634788
"985",107.210142826699
"986",103.465423115411
"987",103.614773042531
"988",105.068323467017
"989",105.560200726798
"990",107.090659440321
"991",106.019988789182
"992",100.832606443951
"993",107.852387790196
"994",106.447110835288
"995",108.144721250177
"996",107.318304284182
"997",110.119956745004
"998",101.948392394984
"999",109.745725673519
"1000",105.487852573737
"1001",116.458090387402
"1002",115.832003850322
"1003",104.805306186727
"1004",104.289036646222
"1005",101.155384153587
"1006",105.02857434604
"1007",103.282169275799
"1008",105.297258947967
"1009",109.715617710779
"1010",104.250304069309
"1011",106.835174849555
"1012",107.460786149494
"1013",109.918504815401
"1014",103.310855787023
"1015",108.850339356162
"1016",105.75846263081
"1017",107.706093055868
"1018",104.045803658688
"1019",103.456294922334
"1020",104.281473551125
"1021",104.849473456281
"1022",104.195525081932
"1023",107.286913141007
"1024",104.28347324238
"1025",102.545760653885
"1026",110.971384018585
"1027",105.389976291729
"1028",105.336864615171
"1029",105.832376964426
"1030",106.128716826062
"1031",103.034589762615
"1032",104.477466457627
"1033",110.242787145704
"1034",101.465124283867
"1035",104.469268392888
"1036",109.472982547483
"1037",105.813993153101
"1038",109.799499007073
"1039",109.351045572945
"1040",107.994366743692
"1041",108.052055840609
"1042",102.81102714757
"1043",106.334297054145
"1044",106.936208975843
"1045",103.390142632891
"1046",108.469475903402
"1047",103.707204576394
"1048",107.541924682512
"1049",116.860424362709
"1050",107.526725257301
"1051",104.195889721888
"1052",106.722741719429
"1053",114.521570941002
"1054",118.536054842124
"1055",110.900713393841
"1056",110.06365090822
"1057",105.870157352558
"1058",105.725136375608
"1059",108.692849730403
"1060",107.403287278096
"1061",110.341770168192
"1062",108.625538177509
"1063",113.773823410045
"1064",116.138869417826
"1065",105.589118570234
"1066",104.716040782377
"1067",102.301996070388
"1068",106.56923299656
"1069",103.866053259301
"1070",104.233222908437
"1071",106.875252559838
"1072",110.044145091225
"1073",111.960679986701
"1074",104.467376718747
"1075",116.771210906344
"1076",105.691431286439
"1077",106.539798283525
"1078",106.210472936727
"1079",102.99149347891
"1080",111.275881879453
"1081",103.200111598528
"1082",103.94117588986
"1083",104.994760064444
"1084",104.077438228844
"1085",107.174582816294
"1086",103.244167821918
"1087",105.810657946861
"1088",107.666370413704
"1089",113.332744132874
"1090",110.489486207205
"1091",102.845104024348
"1092",107.469009486794
"1093",105.298797222316
"1094",101.504094933436
"1095",104.569757809084
"1096",109.56411087807
"1097",102.081483774569
"1098",106.697689536329
"1099",105.957059889339
"1100",104.037163363986
"1101",111.626730420759
"1102",112.64841863095
"1103",107.056076808353
"1104",105.604391852134
"1105",105.026897589144
"1106",104.139160940491
"1107",109.724786683232
"1108",104.704161999506
"1109",104.162570671954
"1110",106.238630614706
"1111",103.767885699277
"1112",106.865358933085
"1113",104.67878855674
"1114",106.314482682892
"1115",104.447084144108
"1116",109.738194258136
"1117",104.957975774079
"1118",109.062197566322
"1119",105.050090528613
"1120",109.787989328682
"1121",107.961278515393
"1122",105.439991092612
"1123",103.302512243846
"1124",113.258841814779
"1125",104.312023709977
"1126",108.076545756974
"1127",111.537532607306
"1128",106.68760675742
"1129",103.144027014336
"1130",103.951051743757
"1131",105.318443726305
"1132",111.452157430499
"1133",104.486696789985
"1134",100.41934671378
"1135",100.785443711042
"1136",106.949729533495
"1137",104.690576818652
"1138",105.072141407374
"1139",102.498173146302
"1140",100.150437897692
"1141",106.912516907204
"1142",111.354951859973
"1143",103.212783094203
"1144",107.500120197255
"1145",103.66672837455
"1146",104.281395934164
"1147",106.761869499697
"1148",104.348848877045
"1149",102.431461231675
"1150",119.482752234627
"1151",111.414728258568
"1152",104.422323160711
"1153",106.77811759573
"1154",111.761956929148
"1155",108.014691394827
"1156",115.332155339089
"1157",113.406534358556
"1158",105.295771411259
"1159",103.226219196618
"1160",104.002544218571
"1161",117.065196693497
"1162",105.86668572295
"1163",103.575998764868
"1164",110.508582871403
"1165",104.912024204943
"1166",102.062482963867
"1167",102.295207923674
"1168",104.865041131516
"1169",106.126239132579
"1170",107.671700621302
"1171",106.104779146119
"1172",115.187801361077
"1173",107.147916385905
"1174",110.998749791647
"1175",106.402471398618
"1176",108.106394841699
"1177",104.586389512913
"1178",106.29181725388
"1179",103.246281381726
"1180",105.24022662184
"1181",103.061131501906
"1182",105.544614538208
"1183",108.095881359842
"1184",103.667163091386
"1185",100.404881966149
"1186",104.856480374752
"1187",103.658071854465
"1188",105.088875778802
"1189",116.094665581391
"1190",104.775327177486
"1191",116.667733211973
"1192",113.587003368306
"1193",103.798767830089
"1194",110.395169385087
"1195",103.814551680078
"1196",105.496082392455
"1197",105.931497234795
"1198",114.512792914774
"1199",104.867825446463
"1200",108.072777179555
"1201",103.619149030273
"1202",104.90446372617
"1203",109.615550337958
"1204",108.634773318983
"1205",104.398775550708
"1206",107.867000840162
"1207",111.960639175314
"1208",104.952259020619
"1209",103.199861467687
"1210",113.556326528103
"1211",105.277953702575
"1212",104.35609657287
"1213",103.832790694621
"1214",109.242282660942
"1215",103.462074489471
"1216",111.831805301766
"1217",111.30101896074
"1218",104.458184781772
"1219",105.315488565858
"1220",101.938810847844
"1221",105.246640133524
"1222",109.069286635544
"1223",107.17402694834
"1224",104.140870779589
"1225",108.570129415295
"1226",104.343461056804
"1227",107.70300299377
"1228",105.389473100076
"1229",104.107773377036
"1230",105.145542163959
"1231",105.731590242472
"1232",108.771249364261
"1233",109.187506079564
"1234",106.033876527656
"1235",107.287871028393
"1236",108.83572222784
"1237",108.021584235911
"1238",103.600861422971
"1239",110.242500342656
"1240",103.469919119433
"1241",105.095129882899
"1242",104.596010629634
"1243",103.343576996465
"1244",104.56528400893
"1245",104.286459055867
"1246",107.61404786418
"1247",99.7823259211754
"1248",102.919466589662
"1249",104.436953467661
"1250",106.40797477153
"1251",106.967404329962
"1252",100.65724659373
"1253",109.013209627804
"1254",112.274096469541
"1255",108.757840408656
"1256",107.450736956945
"1257",107.198939124885
"1258",106.254765295357
"1259",104.444163813406
"1260",113.695519870574
"1261",106.465709689011
"1262",107.707942022129
"1263",108.090303798463
"1264",103.299483712276
"1265",104.156419755371
"1266",120.327651383788
"1267",113.100343772733
"1268",108.280625057207
"1269",104.613007069888
"1270",105.364950453863
"1271",102.807726094525
"1272",103.954602317848
"1273",105.176214345098
"1274",109.733749469979
"1275",104.371313770351
"1276",104.305810368259
"1277",105.046854530851
"1278",106.15822758527
"1279",105.475236320793
"1280",104.092837492477
"1281",104.520000233837
"1282",102.132708223611
"1283",109.802963143227
"1284",104.423960948984
"1285",104.812985772201
"1286",104.145297092909
"1287",102.362612577124
"1288",100.584079215047
"1289",103.171115533704
"1290",101.143826839286
"1291",106.83402595815
"1292",105.286393603989
"1293",111.981678488767
"1294",111.932743799506
"1295",103.119137403698
"1296",105.040208958127
"1297",102.977453109946
"1298",106.06950600728
"1299",113.294892185454
"1300",103.1020652953
"1301",105.12094683054
"1302",104.747063895114
"1303",107.142982333751
"1304",101.353154075136
"1305",105.38654471008
"1306",103.723531853183
"1307",101.933302366209
"1308",113.827055341741
"1309",105.282953583219
"1310",104.070558238547
"1311",109.664437252329
"1312",106.538302527961
"1313",112.858157763274
"1314",108.434964227179
"1315",104.513330266872
"1316",108.9108693252
"1317",106.223009144764
"1318",106.904844939326
"1319",109.345639037403
"1320",115.169790013119
"1321",107.878629476911
"1322",104.388798805906
"1323",103.411922122195
"1324",109.392123343159
"1325",117.778736537601
"1326",120.082937320412
"1327",103.237836096329
"1328",104.898269693787
"1329",106.523944248805
"1330",105.667795731054
"1331",106.235575384593
"1332",108.157488248754
"1333",116.253272259378
"1334",104.621235702714
"1335",118.604774201391
"1336",112.583689124629
"1337",118.43352470738
"1338",107.098486702978
"1339",114.135118051019
"1340",111.943819387689
"1341",100.922323491852
"1342",101.905637141066
"1343",111.966325398594
"1344",107.397729376193
"1345",104.093788060899
"1346",110.4671963861
"1347",111.860446948422
"1348",103.471973965135
"1349",103.44235226352
"1350",120.93597935238
"1351",101.245184782614
"1352",115.112533952818
"1353",113.213905876423
"1354",103.384233750682
"1355",106.998793161931
"1356",105.683967346101
"1357",104.51344789288
"1358",114.790537148373
"1359",106.956208229061
"1360",107.521954840917
"1361",105.923770479546
